0, 2.41421318, 1.2E-07, 1.2E-07, 2.9E-07, -2.9E-07, 1.00000978, 0.99999976, 2.41421318, 0, -1.2E-07, -1.2E-07, 0.32692459, 0.01676547, 1.60137725, 1.6023612, 
0, 1.70710623, 0.70711386, 0.70710677, 2.9E-07, -1.70710635, 0.70711356, 0.70710647, 2.41421318, 2E-07, -8E-08, -8E-08, 0.32692459, 0.62238252, 1.71103883, 1.71202171, 
0, 1.70710635, -0.70711368, -0.70710659, 2.9E-07, 1.70710588, 0.70711362, 0.70710653, 2.41421318, -2E-07, -8E-08, -8E-08, 0.32692459, -0.59867257, 1.70121777, 1.70220077, 
0, -1.70710635, 0.70711368, 0.70710659, 2.9E-07, -1.70710588, -0.70711362, -0.70710653, 2.41421318, 2E-07, 8E-08, 8E-08, 0.32692459, 0.59867257, 2.21682143, 2.21779919, 
0, -1.70710588, -0.70711374, -0.70710665, 2.9E-07, 1.70710611, -0.70711344, -0.70710635, 2.41421318, -2E-07, 8E-08, 8E-08, 0.32692459, -0.62238246, 2.20700049, 2.20797825, 
-2E-07, -2.41421318, -8E-08, -8E-08, -1.70710611, 2.9E-07, -0.70711368, -0.70710659, 1.70710647, 0, -0.70711374, -0.70710665, 0.84169817, -0.01676547, 2.1161561, 2.11713481, 
2E-07, -2.41421318, -8E-08, -8E-08, 1.70710635, 2.9E-07, -0.70711356, -0.70710647, 1.70710623, 0, 0.70711386, 0.70710677, -0.37935695, -0.01676547, 2.30766606, 2.30864286, 
1.20710671, 1.70710635, -0.50000483, -0.49999985, 1.70710623, -4.1E-07, 0.70711362, 0.70710653, 1.20710611, -1.70710647, -0.50000501, -0.5, -0.43868265, -0.21931563, 1.63494694, 1.63593066, 
1.70710623, -2.9E-07, -0.70711362, -0.70710653, 1.70710611, -2.9E-07, 0.70711368, 0.70710659, -4.1E-07, -2.41421294, 0, 0, -0.59867269, -0.32692456, 1.70121777, 1.70220077, 
1.70710576, -2.9E-07, 0.70711368, 0.70710659, -1.70710623, -2.9E-07, 0.7071135, 0.70710641, 0, -2.41421294, -1.7E-07, -1.7E-07, 0.62238252, -0.32692456, 1.71103883, 1.71202171, 
1.70710611, -4.1E-07, 0.70711368, 0.70710659, -1.20710635, -1.70710635, 0.50000465, 0.49999964, 1.20710623, -1.70710588, -0.50000495, -0.49999994, 0.60702538, 0.37935701, 1.71739995, 1.71838284, 
