0, 2.41421318, 1.2E-07, 1.2E-07, 2.9E-07, -2.9E-07, 1.00000978, 0.99999976, 2.41421318, 0, -1.2E-07, -1.2E-07, 0.41075149, 0.05867887, 1.68297517, 1.68395841, 
0, 1.70710623, 0.70711386, 0.70710677, 2.9E-07, -1.70710635, 0.70711356, 0.70710647, 2.41421318, 2E-07, -8E-08, -8E-08, 0.41075149, 0.51272464, 1.78101361, 1.78199577, 
0, 1.70710635, -0.70711368, -0.70710659, 2.9E-07, 1.70710588, 0.70711362, 0.70710653, 2.41421318, -2E-07, -8E-08, -8E-08, 0.41075149, -0.42974022, 1.74663997, 1.74762249, 
0, -1.70710635, 0.70711368, 0.70710659, 2.9E-07, -1.70710588, -0.70711362, -0.70710653, 2.41421318, 2E-07, 8E-08, 8E-08, 0.41075149, 0.42974022, 2.17139935, 2.17237759, 
0, -1.70710588, -0.70711374, -0.70710665, 2.9E-07, 1.70710611, -0.70711344, -0.70710635, 2.41421318, -2E-07, 8E-08, 8E-08, 0.41075149, -0.51272458, 2.13702583, 2.1380043, 
-2E-07, -2.41421318, -8E-08, -8E-08, -1.70710611, 2.9E-07, -0.70711368, -0.70710659, 1.70710647, 0, -0.70711374, -0.70710665, 0.76167762, -0.05867887, 2.03390479, 2.03488445, 
2E-07, -2.41421318, -8E-08, -8E-08, 1.70710635, 2.9E-07, -0.70711356, -0.70710647, 1.70710623, 0, 0.70711386, 0.70710677, -0.1807873, -0.05867887, 2.27452016, 2.2754972, 
1.20710671, 1.70710635, -0.50000483, -0.49999985, 1.70710623, -4.1E-07, 0.70711362, 0.70710653, 1.20710611, -1.70710647, -0.50000501, -0.5, -0.23651733, -0.24895296, 1.66660357, 1.66758692, 
1.70710623, -2.9E-07, -0.70711362, -0.70710653, 1.70710611, -2.9E-07, 0.70711368, 0.70710659, -4.1E-07, -2.41421294, 0, 0, -0.42974028, -0.41075143, 1.74663997, 1.74762249, 
1.70710576, -2.9E-07, 0.70711368, 0.70710659, -1.70710623, -2.9E-07, 0.7071135, 0.70710641, 0, -2.41421294, -1.7E-07, -1.7E-07, 0.51272458, -0.41075143, 1.78101361, 1.78199577, 
1.70710611, -4.1E-07, 0.70711368, 0.70710659, -1.20710635, -1.70710635, 0.50000465, 0.49999964, 1.20710623, -1.70710588, -0.50000495, -0.49999994, 0.5800795, 0.18078734, 1.75311399, 1.75409651, 
