0, 2.41421318, 1.2E-07, 1.2E-07, 2.9E-07, -2.9E-07, 1.00000978, 0.99999976, 2.41421318, 0, -1.2E-07, -1.2E-07, 0.45266482, 0.02514816, 1.5822798, 1.58326399, 
0, 1.70710623, 0.70711386, 0.70710677, 2.9E-07, -1.70710635, 0.70711356, 0.70710647, 2.41421318, 2E-07, -8E-08, -8E-08, 0.45266482, 0.66091102, 1.69999015, 1.70097315, 
0, 1.70710635, -0.70711368, -0.70710659, 2.9E-07, 1.70710588, 0.70711362, 0.70710653, 2.41421318, -2E-07, -8E-08, -8E-08, 0.45266482, -0.62534612, 1.68525863, 1.68624175, 
0, -1.70710635, 0.70711368, 0.70710659, 2.9E-07, -1.70710588, -0.70711362, -0.70710653, 2.41421318, 2E-07, 8E-08, 8E-08, 0.45266482, 0.62534612, 2.23278069, 2.23375821, 
0, -1.70710588, -0.70711374, -0.70710665, 2.9E-07, 1.70710611, -0.70711344, -0.70710635, 2.41421318, -2E-07, 8E-08, 8E-08, 0.45266482, -0.66091084, 2.21804905, 2.2190268, 
-2E-07, -2.41421318, -8E-08, -8E-08, -1.70710611, 2.9E-07, -0.70711368, -0.70710659, 1.70710647, 0, -0.70711374, -0.70710665, 0.963211, -0.02514816, 2.09283113, 2.09381008, 
2E-07, -2.41421318, -8E-08, -8E-08, 1.70710635, 2.9E-07, -0.70711356, -0.70710647, 1.70710623, 0, 0.70711386, 0.70710677, -0.32304621, -0.02514816, 2.35799885, 2.35897517, 
1.20710671, 1.70710635, -0.50000483, -0.49999985, 1.70710623, -4.1E-07, 0.70711362, 0.70710653, 1.20710611, -1.70710647, -0.50000501, -0.5, -0.40422216, -0.30230001, 1.593665, 1.59464908, 
1.70710623, -2.9E-07, -0.70711362, -0.70710653, 1.70710611, -2.9E-07, 0.70711368, 0.70710659, -4.1E-07, -2.41421294, 0, 0, -0.62534618, -0.45266479, 1.68525863, 1.68624175, 
1.70710576, -2.9E-07, 0.70711368, 0.70710659, -1.70710623, -2.9E-07, 0.7071135, 0.70710641, 0, -2.41421294, -1.7E-07, -1.7E-07, 0.66091096, -0.45266479, 1.69999015, 1.70097315, 
1.70710611, -4.1E-07, 0.70711368, 0.70710659, -1.20710635, -1.70710635, 0.50000465, 0.49999964, 1.20710623, -1.70710588, -0.50000495, -0.49999994, 0.69887537, 0.3230463, 1.68426478, 1.6852479, 
