0, 2.41421318, 1.2E-07, 1.2E-07, 2.9E-07, -2.9E-07, 1.00000978, 0.99999976, 2.41421318, 0, -1.2E-07, -1.2E-07, 0.43170822, 0.05867888, 1.66561389, 1.66659725, 
0, 1.70710623, 0.70711386, 0.70710677, 2.9E-07, -1.70710635, 0.70711356, 0.70710647, 2.41421318, 2E-07, -8E-08, -8E-08, 0.43170822, 0.54236197, 1.76873732, 1.7697196, 
0, 1.70710635, -0.70711368, -0.70710659, 2.9E-07, 1.70710588, 0.70711362, 0.70710653, 2.41421318, -2E-07, -8E-08, -8E-08, 0.43170822, -0.45937753, 1.73436368, 1.73534632, 
0, -1.70710635, 0.70711368, 0.70710659, 2.9E-07, -1.70710588, -0.70711362, -0.70710653, 2.41421318, 2E-07, 8E-08, 8E-08, 0.43170822, 0.45937753, 2.18367577, 2.18465376, 
0, -1.70710588, -0.70711374, -0.70710665, 2.9E-07, 1.70710611, -0.70711344, -0.70710635, 2.41421318, -2E-07, 8E-08, 8E-08, 0.43170822, -0.54236186, 2.14930201, 2.15028048, 
-2E-07, -2.41421318, -8E-08, -8E-08, -1.70710611, 2.9E-07, -0.70711368, -0.70710659, 1.70710647, 0, -0.70711374, -0.70710665, 0.80613357, -0.05867888, 2.04004335, 2.04102278, 
2E-07, -2.41421318, -8E-08, -8E-08, 1.70710635, 2.9E-07, -0.70711356, -0.70710647, 1.70710623, 0, 0.70711386, 0.70710677, -0.19560596, -0.05867888, 2.29293442, 2.29391146, 
1.20710671, 1.70710635, -0.50000483, -0.49999985, 1.70710623, -4.1E-07, 0.70711362, 0.70710653, 1.20710611, -1.70710647, -0.50000501, -0.5, -0.2556763, -0.26377153, 1.64998698, 1.65097046, 
1.70710623, -2.9E-07, -0.70711362, -0.70710653, 1.70710611, -2.9E-07, 0.70711368, 0.70710659, -4.1E-07, -2.41421294, 0, 0, -0.45937759, -0.43170813, 1.73436368, 1.73534632, 
1.70710576, -2.9E-07, 0.70711368, 0.70710659, -1.70710623, -2.9E-07, 0.7071135, 0.70710641, 0, -2.41421294, -1.7E-07, -1.7E-07, 0.54236186, -0.43170813, 1.76873732, 1.7697196, 
1.70710611, -4.1E-07, 0.70711368, 0.70710659, -1.20710635, -1.70710635, 0.50000465, 0.49999964, 1.20710623, -1.70710588, -0.50000495, -0.49999994, 0.61151463, 0.19560604, 1.74009299, 1.74107563, 
